school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3;
MS;M;16;R;GT3;T;1;1;at_home;other;other;father;2;1;0;no;no;no;yes;yes;yes;no;no;3;4;4;3;4;5;6;11;11;11;0,581558765
MS;F;18;R;GT3;T;2;2;other;other;other;mother;2;1;1;no;no;no;no;yes;no;yes;yes;5;5;5;1;1;3;0;8;6;0;0,677773943
MS;M;17;R;GT3;T;1;1;other;services;course;mother;2;1;0;no;yes;no;yes;no;yes;yes;yes;4;5;5;1;3;2;0;10;9;10;0,58860641
GP;M;18;U;LE3;T;1;1;other;other;course;mother;1;1;2;no;no;no;no;yes;no;yes;yes;2;3;5;2;5;4;0;11;9;0;0,627079796
GP;F;18;U;GT3;T;2;1;other;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;2;5;1;2;1;8;14;14;15;0,459968853
GP;M;16;U;GT3;T;3;1;other;other;reputation;mother;1;1;0;no;no;no;yes;yes;yes;no;no;5;3;2;2;2;5;0;13;13;14;0,848527204
GP;M;17;R;GT3;T;1;1;other;other;home;father;2;3;0;no;no;no;no;no;yes;yes;yes;4;3;3;1;1;1;2;13;14;15;0,870221943
GP;F;16;U;GT3;T;2;1;other;other;home;mother;1;1;0;no;no;no;no;yes;yes;yes;yes;4;5;2;1;1;5;4;9;10;10;0,256558336
GP;F;18;U;GT3;T;2;1;other;other;reputation;mother;2;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;1;1;1;5;10;12;13;14;0,556352417
GP;F;18;U;GT3;T;2;2;at_home;services;home;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;3;3;1;1;3;0;11;12;13;0,137947011
GP;M;19;U;GT3;T;3;2;services;at_home;home;mother;1;1;0;no;yes;no;no;yes;no;yes;yes;4;5;4;1;1;4;6;11;9;11;0,901265529
MS;F;16;R;GT3;T;1;1;at_home;other;course;father;2;2;3;yes;yes;no;no;yes;yes;no;no;3;4;3;1;1;1;0;7;7;8;0,637304104
MS;F;15;R;LE3;T;1;1;at_home;other;course;mother;2;1;0;no;yes;no;no;yes;no;no;yes;5;2;1;1;3;4;0;9;10;9;0,129233966
MS;M;15;U;GT3;T;2;2;health;other;reputation;mother;3;1;0;no;no;no;no;yes;yes;no;no;4;3;3;1;2;4;1;13;12;13;0,725661666
MS;F;16;R;GT3;T;1;1;other;other;home;father;4;4;0;no;yes;no;no;no;yes;yes;no;4;3;2;1;1;1;0;13;10;13;0,038035339
GP;F;16;U;GT3;T;2;3;services;services;course;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;1;2;6;12;12;13;0,949769547
GP;M;16;U;GT3;T;3;2;other;other;home;mother;1;1;0;no;yes;no;no;no;yes;yes;no;5;4;3;1;1;5;4;12;12;12;0,860351751
GP;F;18;U;GT3;T;2;1;other;other;course;other;2;3;0;no;yes;no;no;no;yes;yes;yes;4;4;4;1;1;3;10;12;10;11;0,671919668
MS;F;17;R;GT3;T;0;0;at_home;other;course;mother;2;1;0;no;yes;no;no;yes;yes;yes;no;4;4;3;1;1;5;0;10;11;11;0,327407608
MS;M;15;U;LE3;A;2;2;other;other;reputation;mother;3;4;0;no;yes;no;yes;yes;yes;no;no;5;4;5;2;3;5;8;13;14;14;0,613455496
GP;M;15;U;GT3;T;2;3;other;services;course;father;1;1;0;yes;yes;no;yes;no;yes;yes;yes;3;2;2;1;3;3;0;11;11;12;0,042950111
GP;F;16;U;LE3;T;1;2;other;services;reputation;father;1;2;0;yes;no;no;yes;yes;yes;yes;no;4;4;3;1;1;1;0;13;13;10;0,00352748
GP;F;16;U;GT3;A;2;2;other;other;reputation;mother;1;2;0;yes;yes;no;no;yes;yes;yes;no;3;3;4;1;1;4;0;13;13;13;0,474340636
MS;M;17;R;LE3;T;2;2;services;services;other;mother;3;4;1;no;yes;no;no;yes;yes;no;no;1;3;5;3;5;3;2;10;8;9;0,560824067
MS;F;17;U;GT3;T;2;2;other;at_home;course;mother;1;1;0;no;yes;no;yes;yes;no;no;no;4;5;3;1;1;5;4;9;9;10;0,681365025
MS;F;15;R;LE3;T;2;2;other;other;other;father;1;3;0;yes;yes;no;no;yes;yes;no;no;4;4;3;2;2;5;2;14;11;12;0,583556206
GP;M;18;U;LE3;T;4;3;teacher;services;course;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;4;2;3;1;2;1;0;10;10;10;0,403437231
GP;M;15;U;GT3;T;4;4;other;teacher;reputation;father;2;2;0;no;yes;no;yes;yes;yes;no;no;4;4;3;1;1;2;4;16;15;16;0,665544875
GP;M;16;R;GT3;T;4;4;teacher;teacher;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;3;5;5;2;5;4;8;14;14;15;0,926570809
GP;F;16;U;GT3;T;2;1;other;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;yes;4;3;5;1;1;5;0;13;12;12;0,754690572
GP;F;17;U;GT3;T;2;2;other;other;course;mother;1;2;0;no;yes;no;no;no;yes;yes;no;5;4;5;1;2;5;12;12;12;14;0,314683547
GP;F;18;U;GT3;A;4;4;at_home;teacher;course;mother;2;2;0;yes;no;no;no;yes;yes;no;no;4;3;4;1;1;3;4;0;11;11;0,834842526
MS;M;16;R;GT3;T;1;2;other;other;course;father;2;2;0;no;no;no;no;yes;yes;no;no;4;3;3;1;1;5;0;10;11;11;0,380688221
MS;M;17;R;GT3;T;2;1;other;other;other;mother;3;1;0;no;no;no;yes;yes;no;no;yes;5;5;5;5;5;3;8;8;10;9;0,282241245
MS;F;16;R;GT3;T;1;2;other;other;home;father;1;3;0;yes;yes;no;no;no;yes;yes;yes;4;3;4;1;1;3;5;13;14;13;0,983430845
GP;F;15;U;GT3;T;2;1;services;other;reputation;father;3;3;0;no;yes;no;yes;yes;yes;yes;no;5;2;2;1;1;4;0;10;12;13;0,720855198
MS;M;16;U;LE3;T;2;1;at_home;services;course;mother;2;1;0;no;yes;no;yes;yes;yes;yes;no;2;4;3;2;3;4;4;10;8;10;0,17939793
GP;M;16;U;GT3;T;4;3;teacher;other;home;mother;1;2;0;no;yes;yes;yes;yes;yes;yes;no;3;4;3;2;3;3;4;11;10;11;0,83571647
GP;F;18;U;GT3;T;2;3;at_home;other;course;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;2;3;0;11;12;14;0,281132541
GP;F;17;R;GT3;T;2;2;other;other;reputation;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;5;3;2;1;2;3;21;13;13;13;0,474201111
MS;F;17;R;GT3;T;1;1;at_home;other;reputation;mother;2;1;0;no;yes;no;yes;no;yes;yes;yes;4;4;5;1;2;5;0;11;11;11;0,004933028
GP;F;18;R;GT3;T;2;1;other;other;reputation;mother;2;2;0;no;yes;no;no;yes;no;yes;yes;4;3;5;1;2;3;12;8;9;10;0,526399362
MS;F;15;R;GT3;T;1;1;at_home;other;home;father;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;2;1;11;10;11;0,99987391
GP;F;16;U;GT3;T;1;1;services;services;course;father;4;1;0;yes;yes;no;yes;no;yes;yes;yes;5;5;5;5;5;5;0;10;10;16;0,101596308
MS;F;17;U;LE3;T;4;4;at_home;at_home;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;2;3;4;1;1;1;4;15;14;15;0,809924525
GP;F;21;U;LE3;T;4;4;other;other;reputation;other;1;3;2;no;no;yes;yes;yes;yes;yes;no;3;3;2;1;1;5;0;9;12;12;0,775200055
GP;M;15;U;LE3;T;2;2;services;services;home;mother;2;2;0;no;no;yes;yes;yes;yes;yes;no;5;3;3;1;3;4;2;13;12;13;0,170413903
GP;M;15;U;GT3;T;4;4;teacher;health;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;no;no;3;2;2;1;1;5;8;15;15;16;0,463320294
GP;F;18;U;GT3;T;3;3;at_home;other;course;father;1;2;0;no;yes;no;no;yes;yes;yes;no;4;1;4;1;1;3;8;11;12;14;0,805475637
MS;F;15;R;GT3;T;1;1;at_home;services;other;mother;1;1;1;no;yes;no;no;yes;yes;no;yes;4;1;3;1;1;2;6;10;10;10;0,505458103
MS;F;16;U;GT3;T;4;4;health;health;course;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;3;4;1;2;3;4;8;8;8;0,298448262
MS;M;18;U;GT3;T;3;3;at_home;at_home;course;mother;1;2;2;no;yes;no;yes;yes;no;yes;no;4;4;5;1;3;3;9;4;8;8;0,656288984
MS;M;15;R;LE3;T;4;1;health;services;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;4;1;2;2;0;12;13;14;0,485166553
GP;F;16;U;LE3;T;2;2;at_home;other;course;mother;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;4;1;2;2;6;13;11;11;0,01236433
MS;M;18;R;GT3;T;2;1;other;other;other;mother;2;1;0;no;no;no;yes;no;yes;yes;yes;4;4;3;1;3;5;0;7;7;0;0,430754252
GP;F;17;U;GT3;T;1;1;other;services;course;father;1;2;0;no;yes;no;no;yes;yes;no;no;4;3;4;1;2;5;4;11;10;11;0,624311218
GP;M;18;U;LE3;A;3;4;other;other;reputation;other;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;5;1;4;2;9;13;14;15;0,082739933
MS;F;18;U;GT3;T;2;3;at_home;services;course;father;2;1;0;no;yes;no;no;yes;yes;yes;yes;5;2;3;1;2;4;0;10;10;10;0,387876263
MS;F;16;U;GT3;T;2;2;services;other;course;mother;1;1;0;no;yes;yes;yes;yes;yes;no;yes;4;2;5;1;2;5;0;17;16;16;0,08061905
GP;F;17;R;LE3;T;3;1;services;other;reputation;mother;2;4;0;no;yes;no;no;yes;yes;no;no;3;1;2;1;1;3;0;18;19;19;0,347042416
GP;M;15;U;GT3;T;2;2;other;other;home;mother;1;1;0;no;yes;no;no;yes;yes;yes;no;4;2;2;1;2;5;8;11;12;12;0,17649767
GP;F;19;U;LE3;A;2;3;at_home;other;home;other;2;1;1;no;no;no;no;yes;no;yes;no;2;2;3;3;4;5;16;10;11;11;0,78811876
GP;M;15;U;LE3;T;3;3;other;other;course;mother;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;2;1;1;2;0;13;12;12;0,991290694
GP;M;16;U;GT3;T;2;1;other;other;course;mother;3;1;0;no;no;no;no;yes;yes;yes;no;4;3;3;1;1;4;7;15;16;16;0,584446261
GP;M;19;R;GT3;T;3;3;other;services;reputation;father;1;2;0;no;no;no;yes;yes;yes;no;yes;4;5;3;1;2;5;0;10;10;11;0,729250741
GP;F;16;U;LE3;A;3;3;other;services;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;2;3;5;1;4;3;6;13;12;13;0,542726994
MS;F;15;R;GT3;T;1;2;other;services;course;mother;2;1;0;no;no;no;no;yes;yes;no;no;5;1;2;1;1;1;3;11;13;13;0,088770998
MS;F;16;R;LE3;T;2;2;other;other;home;father;3;1;0;no;yes;no;yes;yes;yes;no;yes;4;3;2;1;1;4;0;14;14;16;0,221261109
GP;F;17;U;GT3;T;3;2;other;other;course;mother;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;4;1;3;3;2;17;18;17;0,791346502
GP;M;18;U;GT3;T;4;4;other;other;course;mother;1;3;0;no;no;no;yes;yes;yes;yes;no;4;3;3;2;2;3;0;13;14;13;0,505330065
GP;M;17;U;LE3;A;3;2;teacher;services;home;mother;1;1;0;no;no;no;no;yes;yes;yes;no;4;4;4;3;4;3;18;13;13;13;0,931454601
GP;M;16;U;GT3;T;4;4;services;teacher;other;father;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;4;3;1;1;4;0;16;16;16;0,539538577
GP;M;16;U;GT3;T;4;4;health;other;reputation;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;4;2;4;1;0;13;13;14;0,298816137
MS;F;16;R;GT3;T;2;2;other;services;course;father;3;2;0;no;yes;no;yes;yes;yes;yes;no;5;3;4;1;1;2;1;14;13;14;0,490755553
GP;M;18;U;LE3;T;2;1;services;other;course;mother;3;2;1;no;no;no;yes;no;no;yes;no;4;4;5;4;4;5;4;11;10;11;0,733506514
MS;F;16;U;GT3;T;4;4;teacher;services;course;mother;2;3;0;no;yes;no;no;yes;yes;yes;yes;5;3;5;1;4;5;1;10;11;12;0,389600883
GP;F;18;U;GT3;T;2;3;other;services;reputation;father;1;4;0;no;yes;no;yes;yes;yes;yes;yes;4;5;5;1;3;2;10;16;16;16;0,722606682
GP;M;18;U;GT3;T;2;2;other;services;reputation;father;1;2;0;no;no;no;no;yes;no;yes;no;5;5;4;3;5;2;16;8;7;8;0,01684157
MS;M;19;R;GT3;T;1;1;other;services;other;mother;2;1;1;no;no;no;no;yes;yes;no;no;4;3;2;1;3;5;0;5;8;0;0,907316808
MS;F;16;R;GT3;T;2;3;at_home;services;course;mother;2;2;0;no;no;no;no;yes;yes;no;no;4;5;2;1;2;5;0;16;17;17;0,454080247
GP;F;18;U;LE3;A;2;2;services;other;reputation;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;4;1;4;1;3;4;10;14;17;17;0,882082698
MS;F;17;R;GT3;T;4;4;teacher;services;other;father;2;2;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;2;5;2;12;12;12;0,337985246
MS;F;16;R;GT3;T;1;1;at_home;other;other;mother;2;1;0;no;no;no;yes;yes;yes;yes;yes;4;2;2;4;3;2;0;13;12;14;0,665681345
GP;M;17;R;LE3;T;1;1;other;services;course;mother;4;2;0;no;no;no;yes;yes;no;no;yes;5;3;5;1;5;5;0;8;8;8;0,150582521
GP;F;17;U;LE3;T;2;4;services;services;course;father;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;2;1;1;5;8;14;15;16;0,644635515
GP;M;16;U;GT3;T;4;4;services;services;course;mother;1;1;0;no;no;yes;yes;yes;yes;yes;no;5;3;2;1;2;5;4;14;15;15;0,675558799
GP;F;17;U;GT3;T;3;1;services;services;course;father;1;3;0;no;yes;no;no;no;yes;yes;no;3;4;3;2;3;5;0;17;18;17;0,45933542
GP;F;16;U;LE3;T;2;2;services;services;course;mother;3;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;2;3;4;0;14;13;13;0,903353895
MS;F;16;U;GT3;T;1;1;other;other;course;other;1;4;0;yes;yes;no;yes;yes;yes;yes;no;2;2;1;1;1;5;0;14;14;14;0,30464083
MS;M;17;U;LE3;A;1;0;other;other;home;mother;1;1;0;no;no;no;no;yes;yes;no;yes;4;1;2;1;1;5;4;11;11;12;0,411684588
GP;F;15;U;GT3;T;4;2;other;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;3;3;1;3;1;4;15;15;15;0,337693307
GP;M;17;U;GT3;T;2;2;other;other;home;father;2;1;0;no;no;no;no;yes;no;yes;no;4;4;4;2;3;4;8;8;8;9;0,891308534
MS;F;18;R;GT3;T;4;4;teacher;at_home;reputation;mother;3;1;0;no;yes;no;yes;yes;yes;yes;yes;4;4;3;2;2;5;4;7;9;10;0,487419733
GP;M;17;U;LE3;T;1;1;health;other;course;mother;2;1;1;no;yes;no;yes;yes;yes;yes;no;4;4;4;1;2;5;0;9;10;10;0,896908711
MS;M;18;U;GT3;T;4;4;teacher;teacher;home;father;1;2;0;no;no;no;yes;no;yes;yes;no;3;2;4;1;4;2;4;17;18;19;0,879171492
GP;F;16;U;GT3;T;2;3;services;teacher;other;mother;1;2;0;yes;no;no;no;yes;yes;yes;no;2;3;1;1;1;3;0;13;13;14;0,59241579
GP;F;15;U;GT3;T;3;2;health;services;home;father;1;2;1;no;yes;no;no;yes;yes;yes;no;3;3;2;1;1;3;2;11;11;11;0,214511507
GP;F;17;U;GT3;T;2;2;other;services;reputation;father;3;3;0;no;yes;no;no;yes;yes;yes;yes;4;2;3;1;1;1;8;13;15;15;0,786091635
MS;F;16;U;GT3;T;3;3;other;other;reputation;mother;1;1;0;no;no;no;yes;yes;no;yes;yes;4;5;4;1;1;4;0;14;13;13;0,468270571
GP;F;18;R;GT3;T;1;1;at_home;other;course;mother;3;1;3;no;yes;no;yes;no;yes;no;no;5;2;5;1;5;4;6;11;10;11;0,627095442
MS;F;16;R;GT3;T;0;2;other;other;other;mother;2;1;0;no;yes;no;yes;yes;yes;no;no;3;2;3;1;2;2;0;12;11;12;0,776969461
GP;F;18;U;GT3;T;1;4;other;teacher;home;mother;1;2;0;yes;yes;no;no;no;yes;no;yes;3;4;4;1;2;5;2;10;10;11;0,701255957
GP;M;17;U;GT3;T;4;4;services;teacher;home;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;2;3;1;2;5;4;13;13;14;0,050262713
MS;F;17;R;GT3;T;3;1;other;other;course;mother;2;2;3;no;yes;no;yes;no;yes;yes;yes;5;4;4;1;1;5;2;7;9;10;0,515008645
GP;M;16;R;GT3;T;4;2;teacher;services;other;mother;1;1;0;no;yes;no;yes;yes;yes;yes;yes;4;3;3;3;4;3;8;10;9;11;0,587049954
MS;F;18;R;GT3;T;2;2;at_home;other;other;mother;2;3;0;no;no;no;no;yes;yes;no;no;5;3;3;1;3;4;0;14;17;15;0,639722448
MS;F;16;U;LE3;T;1;1;at_home;other;other;mother;3;2;0;no;yes;no;no;yes;yes;yes;no;4;3;2;1;3;5;6;6;8;8;0,020935567
GP;M;17;R;LE3;A;4;4;teacher;other;course;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;3;3;3;2;3;4;0;12;12;12;0,651044586
GP;F;15;U;GT3;T;3;2;services;other;home;mother;2;2;0;yes;yes;no;no;yes;yes;yes;no;4;3;5;1;1;2;16;11;10;10;0,72373641
MS;F;19;U;GT3;T;1;1;other;other;course;other;2;2;1;no;yes;no;no;yes;yes;yes;yes;1;1;4;4;1;1;12;7;8;9;0,255904719
MS;M;17;U;GT3;T;3;4;services;other;other;mother;1;2;1;no;yes;no;yes;no;yes;yes;yes;5;4;4;3;4;5;8;8;9;8;0,006919475
MS;F;15;R;GT3;T;3;3;other;services;course;father;2;1;0;no;no;no;no;no;yes;yes;no;4;1;3;1;1;4;0;14;16;16;0,591930481
MS;F;18;R;LE3;A;4;2;teacher;other;reputation;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;5;3;1;1;1;5;0;5;0;0;0,267726951
GP;M;16;U;LE3;T;4;3;health;other;home;father;1;1;0;no;no;no;yes;yes;yes;yes;no;3;1;3;1;3;5;6;12;12;12;0,010771939
GP;M;16;U;GT3;T;3;3;other;services;course;father;1;2;1;no;yes;no;no;yes;yes;yes;yes;4;5;5;4;4;5;0;10;10;1;0,598436401
GP;F;19;R;GT3;T;3;2;services;services;reputation;father;1;2;1;yes;yes;no;no;yes;no;yes;no;3;3;3;4;3;3;0;9;8;10;0,218402633
GP;M;17;R;GT3;T;1;3;other;other;course;father;3;2;1;no;yes;no;yes;yes;yes;yes;no;5;2;4;1;4;5;14;12;11;11;0,293884153
GP;M;22;U;GT3;T;3;1;services;services;other;mother;1;1;3;no;no;no;no;no;no;yes;yes;5;4;5;5;5;1;12;7;8;5;0,372062005
GP;M;18;U;LE3;T;2;2;other;other;course;mother;1;4;0;no;yes;yes;yes;yes;yes;yes;no;4;5;5;2;4;5;0;11;11;12;0,060488221
GP;M;15;U;GT3;T;4;2;other;other;course;mother;1;4;0;no;no;no;no;yes;yes;yes;no;3;3;3;1;1;3;0;11;9;10;0,530777528
MS;M;16;U;LE3;T;4;4;teacher;health;other;father;1;1;0;no;yes;no;no;yes;yes;yes;no;4;1;2;2;5;5;0;11;12;12;0,441160996
GP;M;15;R;GT3;T;4;3;teacher;at_home;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;5;2;1;1;5;0;13;14;15;0,747146595
MS;F;16;R;GT3;T;1;1;at_home;other;other;father;4;3;0;yes;yes;no;no;yes;yes;no;no;4;4;3;1;1;5;2;10;9;10;0,338219409
GP;F;17;U;GT3;T;3;3;other;other;home;mother;1;3;0;no;no;no;yes;no;yes;no;no;3;2;3;1;1;4;2;15;12;13;0,933933718
MS;M;17;U;GT3;T;1;1;other;other;home;mother;1;2;0;no;no;yes;no;no;yes;yes;no;4;4;3;2;4;5;4;8;9;9;0,299638783
MS;M;15;U;LE3;A;2;1;services;services;course;mother;1;1;0;no;no;no;yes;yes;yes;yes;no;4;3;3;1;2;5;11;12;13;12;0,917717322
MS;F;19;U;GT3;T;2;3;at_home;services;course;other;1;1;1;no;no;no;no;yes;no;yes;yes;4;4;4;1;1;2;0;9;9;10;0,070457288
MS;M;17;U;LE3;T;4;4;other;services;home;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;4;3;1;2;5;0;15;14;16;0,129452427
GP;M;15;U;GT3;T;4;3;teacher;other;reputation;mother;1;2;0;no;no;no;no;yes;yes;yes;no;4;4;1;1;1;1;0;12;13;14;0,091811285
MS;F;17;R;GT3;T;2;2;other;other;reputation;mother;2;2;0;no;yes;no;yes;yes;yes;no;no;5;3;2;1;1;1;0;15;17;17;0,343066139
GP;F;19;U;LE3;A;1;1;other;other;course;other;3;2;2;no;yes;no;no;no;yes;yes;yes;5;3;4;1;1;4;2;8;8;9;0,493568398
MS;M;16;U;GT3;T;4;4;other;teacher;course;father;1;2;0;no;yes;no;yes;yes;yes;no;yes;4;3;1;1;1;3;0;13;12;13;0,96740792
GP;F;17;U;GT3;T;4;4;teacher;services;course;mother;1;2;0;no;yes;yes;no;yes;yes;yes;yes;5;3;1;1;4;5;2;11;11;12;0,058878303
GP;M;17;R;GT3;T;2;1;other;other;course;mother;1;1;0;no;no;no;no;no;yes;yes;no;4;4;2;2;4;5;0;12;12;13;0,347602155
MS;F;17;R;GT3;T;1;1;other;services;reputation;mother;3;1;1;no;yes;no;no;yes;yes;yes;yes;5;2;1;1;2;1;0;8;8;9;0,95466925
MS;F;17;R;GT3;T;3;1;at_home;other;reputation;mother;1;2;0;no;yes;no;yes;no;yes;yes;no;4;5;4;2;3;1;10;8;9;9;0,817767755
GP;F;17;U;GT3;T;4;3;other;other;reputation;mother;1;2;0;no;no;no;no;yes;yes;yes;yes;3;4;5;2;4;1;16;11;9;10;0,426815466
GP;F;16;R;GT3;T;1;1;at_home;other;course;mother;4;2;0;no;yes;no;no;yes;yes;no;no;5;1;3;1;1;3;0;14;13;13;0,557918813
GP;F;15;U;GT3;T;1;2;at_home;other;course;mother;1;2;0;no;yes;no;no;no;yes;yes;no;4;3;2;1;1;5;6;13;12;13;0,329718845
GP;M;17;U;GT3;T;3;3;services;services;other;mother;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;4;2;3;4;6;11;13;14;0,546238002
GP;F;17;U;GT3;T;2;3;other;other;course;father;2;2;0;no;no;no;yes;yes;yes;yes;yes;4;2;1;1;1;3;2;11;12;14;0,938377345
GP;M;16;U;LE3;T;4;3;services;other;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;2;1;2;5;6;12;12;13;0,574301509
MS;F;18;U;GT3;T;1;1;other;other;course;mother;3;2;2;no;no;no;yes;yes;yes;no;yes;3;4;4;2;2;5;3;7;8;7;0,056046424
MS;F;15;R;GT3;T;1;1;at_home;at_home;course;father;3;2;0;no;yes;no;no;yes;yes;no;no;4;2;1;1;2;2;0;13;14;14;0,779203117
GP;M;17;R;GT3;T;2;2;services;other;course;mother;4;1;0;no;yes;no;no;yes;yes;yes;no;4;4;5;5;5;4;2;11;10;10;0,726321512
MS;F;18;U;GT3;T;1;1;at_home;services;course;mother;3;2;1;no;no;no;no;yes;no;no;no;4;4;2;1;2;2;2;9;10;10;0,328303933
GP;F;16;U;LE3;T;4;4;teacher;teacher;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;5;2;1;2;3;0;11;10;11;0,811909465
GP;F;15;U;GT3;T;4;4;teacher;teacher;course;mother;2;1;0;no;no;no;yes;yes;yes;yes;no;4;3;2;1;1;5;6;13;14;14;0,867047485
